App Name,Ad Name,Start Date,End Date,Time Zone,Currency,Keyword,Match Type,Status,Bid,Impressions,Clicks,Click Through Rate,Installs,Install Rate,Cost Per Click,Cost Per Install,Spend,Average Position,Visibility,Customers,Revenue,Return On Spend,Cost Per Customer,Conversion Rate
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,fera reviews,exact,active,2.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,rivo reviews & ugc,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,rivo product reviews app & ugc,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox photo reviews,exact,active,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox product reviews,exact,active,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox product reviews & photo,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox product reviews & photos,exact,active,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox- product review app,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,lukes reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,lux reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,okendo review,exact,active,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,okendo reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,okendo: reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,reviews io.,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,ryvio reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,ryviu - product reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,ryviu aliexpress review importer,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,ryviu- prouduct review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,ryviu: aliexpress reviews app,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,ryviu: product reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,ryviu: product reviews & qa,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,ryviu: reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,ryviu: reviews & q,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,ryviu: reviews & qa,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trusstoo.oi reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trust pilot reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trust review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trust reviews google,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trust shop product review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trust shop review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trust shop reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trust.ioo review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trusted io reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trusted review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trusto io review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trusto product and ali reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trusto product e ali reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trusto product review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trusto productn reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trusto products review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trusto review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trusto reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trusto.io reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustoo ali reviews products,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustoo ali reviews products reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustoo io product reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustoo product & ali review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustoo product & ali reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustoo product and ali reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustoo product review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustoo product review app,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustoo product reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustoo product& ali reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustoo products & ali review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustoo produt reviews app,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustoo to review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustoo.io product reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustreviews: product reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustro.io reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustshop - product reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,tydal reviews app,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,yo product reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,yopto reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,yotpo product reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,yotpo product reviews & photos,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,yotpo products review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,yotpo reviews widget,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trust pilot review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustpilot reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,reviews yotpo,exact,active,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,rivo product reviews,exact,active,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,rivyo reviews,exact,active,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trutoo.io reviews,exact,active,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,tydal review,exact,active,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,vitals: reviews,exact,active,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,yepto reviews,exact,active,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,yotpo product & photo reviews,exact,active,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,yotpo review,exact,active,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
