App Name,Ad Name,Start Date,End Date,Time Zone,Currency,Search Term,Keyword,Match Type,Bid,Impressions,Clicks,Click Through Rate,Installs,Install Rate,Cost Per Click,Cost Per Install,Spend,Average Position,Visibility,Customers,Revenue,Return On Spend,Cost Per Customer,Conversion Rate
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,klaviyo reviews,klaviyo reviews,exact,2.0,57,1,0.017543,1,1.0,2.0,2.0,2.0,3.315789,0.463414,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,rivo reviews,rivo reviews,exact,3.0,35,0,0.0,0,0.0,0.0,0.0,0.0,1.971428,0.875,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox - photo reviews,loox - photo reviews,exact,3.0,21,0,0.0,0,0.0,0.0,0.0,0.0,3.047619,0.456521,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox core script,loox,broad,3.5,5,0,0.0,0,0.0,0.0,0.0,0.0,1.6,0.833333,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustpilote,trustpilot,broad,2.0,4,0,0.0,0,0.0,0.0,0.0,0.0,1.5,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,fake trustpilot,trustpilot,broad,2.0,3,1,0.333333,0,0.0,2.0,0.0,2.0,1.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox ou judge.me,loox,broad,3.5,2,0,0.0,0,0.0,0.0,0.0,0.0,3.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,elfsight trustpilot,trustpilot,broad,2.0,2,0,0.0,0,0.0,0.0,0.0,0.0,3.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,stamped reviews,stamped reviews,exact,3.0,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.090909,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,omariahama.com/loox,loox,broad,3.5,1,0,0.0,0,0.0,0.0,0.0,0.0,3.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,looxs,loox,broad,3.5,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.333333,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox-visual,loox,broad,3.5,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox rewi,loox,broad,3.5,1,0,0.0,0,0.0,0.0,0.0,0.0,3.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox reviews,loox,broad,3.5,1,0,0.0,0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox reviewa,loox,broad,3.5,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox reveiws,loox,broad,3.5,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox rebview,loox,broad,3.5,1,0,0.0,0,0.0,0.0,0.0,0.0,3.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox or judge.me,loox,broad,3.5,1,1,1.0,1,1.0,3.5,3.5,3.5,2.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,d.	loox,loox,broad,3.5,1,0,0.0,0,0.0,0.0,0.0,0.0,3.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustpilot rezensionen,trustpilot,broad,2.0,1,0,0.0,0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustpilot revieuw,trustpilot,broad,2.0,1,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustpilot gating,trustpilot,broad,2.0,1,0,0.0,0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustpilot business.,trustpilot,broad,2.0,1,1,1.0,1,1.0,2.0,2.0,2.0,1.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustpilot business,trustpilot,broad,2.0,1,0,0.0,0,0.0,0.0,0.0,0.0,10.0,0.333333,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustpilot bus,trustpilot,broad,2.0,1,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,reputon trustpilot,trustpilot,broad,2.0,1,0,0.0,0,0.0,0.0,0.0,0.0,3.0,1.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,tydal reviews,tydal reviews,exact,2.0,1,0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.01282,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,reviews io,reviews io,exact,2.0,1,0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.029411,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,growave reviews,growave reviews,exact,2.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,fera reviews,fera reviews,exact,2.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,try loox,loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox?,loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox: visual,loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,"loox,",loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox-,loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox 评论,loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox ya whatsapp chat & abandoned cart (by sweetest),loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox videos,loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox video,loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox subs,loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox rewviews,loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox reviews.,loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox reviews app,loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox revieu,loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox revie,loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox revi,loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox re,loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox product reviews e photos,loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox producer reviews e photos,loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox prod,loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox popups,loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox photo revieews,loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox loyalty,loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox fr,loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox etsy import,loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox dsers,loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox core scrpit,loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox core scrip,loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox core,loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox c,loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox bewertungen,loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox ? visual product reviews,loox,broad,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustpilot widgets connector,trustpilot,broad,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustpilot reviews app,trustpilot,broad,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustpilot on checkout,trustpilot,broad,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,rivo product reviews app & ugc,rivo product reviews app & ugc,exact,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,loox product reviews,loox product reviews,exact,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,lukes reviews,lukes reviews,exact,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,lux reviews,lux reviews,exact,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,okendo reviews,okendo reviews,exact,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,ryviu: reviews & qa,ryviu: reviews & qa,exact,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trust pilot reviews,trust pilot reviews,exact,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trust review,trust review,exact,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trust shop review,trust shop review,exact,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trust shop reviews,trust shop reviews,exact,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trusted io reviews,trusted io reviews,exact,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trusto io review,trusto io review,exact,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trusto product e ali reviews,trusto product e ali reviews,exact,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trusto review,trusto review,exact,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trusto reviews,trusto reviews,exact,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trusto.io reviews,trusto.io reviews,exact,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustoo product & ali reviews,trustoo product & ali reviews,exact,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustoo to review,trustoo to review,exact,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustreviews: product reviews,trustreviews: product reviews,exact,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,yopto reviews,yopto reviews,exact,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,yotpo product reviews,yotpo product reviews,exact,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trust pilot review,trust pilot review,exact,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,trustpilot reviews,trustpilot reviews,exact,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,reviews yotpo,reviews yotpo,exact,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,rivo product reviews,rivo product reviews,exact,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,rivyo reviews,rivyo reviews,exact,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,tydal review,tydal review,exact,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-02-24,2026-03-17,UTC,USD,yotpo review,yotpo review,exact,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
