App Name,Ad Name,Start Date,End Date,Time Zone,Currency,Keyword,Match Type,Status,Bid,Impressions,Clicks,Click Through Rate,Installs,Install Rate,Cost Per Click,Cost Per Install,Spend,Average Position,Visibility,Customers,Revenue,Return On Spend,Cost Per Customer,Conversion Rate
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,klaviyo reviews,exact,active,2.0,411,13,0.03163,9,0.692307,2.0,2.888888,26.0,2.868613,0.383753,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,loox - photo reviews,exact,active,2.0,360,20,0.055555,17,0.85,2.0,2.352941,40.0,2.872222,0.559006,2,76.15,1.90375,20.0,0.117647
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trustpilot,broad,active,2.0,214,11,0.051401,6,0.545454,2.0,3.666666,22.0,2.285046,0.407619,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,reviews io,exact,active,2.0,96,3,0.03125,3,1.0,2.0,2.0,6.0,3.385416,0.157635,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,tydal review,exact,active,2.0,37,3,0.081081,2,0.666666,2.0,3.0,6.0,2.432432,0.158798,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,tydal reviews,exact,active,2.0,34,0,0.0,0,0.0,0.0,0.0,0.0,4.147058,0.053459,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trustpilot reviews,exact,active,1.0,8,1,0.125,0,0.0,1.0,0.0,1.0,4.375,0.018099,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,loox product reviews,exact,active,3.0,5,0,0.0,0,0.0,0.0,0.0,0.0,3.2,0.017421,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,ryviu: reviews & qa,exact,active,1.0,2,0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.0625,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trust review,exact,active,1.0,2,0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.011834,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,rivo product reviews app & ugc,exact,active,1.0,1,0,0.0,0,0.0,0.0,0.0,0.0,11.0,0.003067,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,rivo reviews & ugc,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,look review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,look reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,looks reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,looks reviews and photos,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,loot reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,loox photo reviews,exact,active,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,loox product reviews & photo,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,loox product reviews & photos,exact,active,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,loox- product review app,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,lukes reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,lux reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,okendo review,exact,active,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,okendo reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,okendo: reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,reviews io.,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,ryvio reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,ryviu - product reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,ryviu aliexpress review importer,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,ryviu- prouduct review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,ryviu: aliexpress reviews app,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,ryviu: product reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,ryviu: product reviews & qa,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,ryviu: reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,ryviu: reviews & q,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trusstoo.oi reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trust pilot reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trust reviews google,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trust shop product review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trust shop review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trust shop reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trust.ioo review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trusted io reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trusted review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trusto io review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trusto product and ali reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trusto product e ali reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trusto product review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trusto productn reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trusto products review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trusto review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trusto reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trusto.io reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trustoo ali reviews products,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trustoo ali reviews products reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trustoo io product reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trustoo product & ali review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trustoo product & ali reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trustoo product and ali reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trustoo product review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trustoo product review app,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trustoo product reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trustoo product& ali reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trustoo products & ali review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trustoo produt reviews app,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trustoo to review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,io reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trustoo.io product reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trustreviews: product reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trustro.io reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trustshop - product reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,tydal reviews app,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,yo product reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,yopto reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,yotpo product reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,yotpo product reviews & photos,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,yotpo products review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,yotpo reviews widget,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trust pilot review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,klayvio reviews,exact,active,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,reviews yotpo,exact,active,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,rivo product reviews,exact,active,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,rivyo reviews,exact,active,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trutoo.io reviews,exact,active,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,vitals: reviews,exact,active,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,yepto reviews,exact,active,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,yotpo product & photo reviews,exact,active,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,yotpo review,exact,active,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
